"genome_id","genome_name","genome_quality","genome_status"
"470.7463","Acinetobacter baumannii strain MRSN11746","Good","WGS"
"470.7464","Acinetobacter baumannii strain MRSN11747","Good","WGS"
"470.7466","Acinetobacter baumannii strain MRSN11749","Good","WGS"
"470.7467","Acinetobacter baumannii strain MRSN11750","Good","WGS"
"470.7468","Acinetobacter baumannii strain MRSN11751","Good","WGS"
"470.7469","Acinetobacter baumannii strain MRSN11753","Good","WGS"
"470.7470","Acinetobacter baumannii strain MRSN11756","Good","WGS"
"470.7471","Acinetobacter baumannii strain MRSN11757","Good","WGS"
"470.7473","Acinetobacter baumannii strain MRSN11760","Good","WGS"
"470.7474","Acinetobacter baumannii strain MRSN11761","Good","WGS"
"470.7475","Acinetobacter baumannii strain MRSN11762","Good","WGS"
"470.7477","Acinetobacter baumannii strain MRSN11764","Good","WGS"
"470.7478","Acinetobacter baumannii strain MRSN11765","Good","WGS"
"470.7479","Acinetobacter baumannii strain MRSN11766","Good","WGS"
"470.7482","Acinetobacter baumannii strain MRSN11770","Good","WGS"
"470.7483","Acinetobacter baumannii strain MRSN11771","Good","WGS"
"470.7484","Acinetobacter baumannii strain MRSN11772","Good","WGS"
"470.7485","Acinetobacter baumannii strain MRSN11774","Good","WGS"
"470.7488","Acinetobacter baumannii strain MRSN11778","Good","WGS"
"470.7491","Acinetobacter baumannii strain MRSN11783","Good","WGS"
"470.7492","Acinetobacter baumannii strain MRSN11784","Good","WGS"
"470.7493","Acinetobacter baumannii strain MRSN11788","Good","WGS"
"470.7494","Acinetobacter baumannii strain MRSN11790","Good","WGS"
"470.7495","Acinetobacter baumannii strain MRSN11792","Good","WGS"
"470.7497","Acinetobacter baumannii strain MRSN11795","Good","WGS"
"470.7498","Acinetobacter baumannii strain MRSN11796","Good","WGS"
"470.7499","Acinetobacter baumannii strain MRSN11797","Good","WGS"
"470.7500","Acinetobacter baumannii strain MRSN11801","Good","WGS"
"470.7501","Acinetobacter baumannii strain MRSN11803","Good","WGS"
"470.7502","Acinetobacter baumannii strain MRSN11804","Good","WGS"
"470.7503","Acinetobacter baumannii strain MRSN11806","Good","WGS"
"470.7504","Acinetobacter baumannii strain MRSN11807","Good","WGS"
"470.7505","Acinetobacter baumannii strain MRSN11811","Good","WGS"
"470.7506","Acinetobacter baumannii strain MRSN11812","Good","WGS"
"470.7507","Acinetobacter baumannii strain MRSN11813","Good","WGS"
"470.7508","Acinetobacter baumannii strain MRSN11815","Good","WGS"
"470.7509","Acinetobacter baumannii strain MRSN11816","Good","WGS"
"470.7510","Acinetobacter baumannii strain MRSN11819","Good","WGS"
"470.7511","Acinetobacter baumannii strain MRSN11820","Good","WGS"
"470.7512","Acinetobacter baumannii strain MRSN11821","Good","WGS"
"470.7513","Acinetobacter baumannii strain MRSN11822","Good","WGS"
"470.7514","Acinetobacter baumannii strain MRSN11823","Good","WGS"
"470.7515","Acinetobacter baumannii strain MRSN11825","Good","WGS"
"470.7516","Acinetobacter baumannii strain MRSN11826","Good","WGS"
"470.7518","Acinetobacter baumannii strain MRSN1309","Good","WGS"
"470.7519","Acinetobacter baumannii strain MRSN1339","Good","WGS"
"470.7520","Acinetobacter baumannii strain MRSN1410","Good","WGS"
"470.7521","Acinetobacter baumannii strain MRSN1420","Good","WGS"
"470.7522","Acinetobacter baumannii strain MRSN1428","Good","WGS"
"470.7523","Acinetobacter baumannii strain MRSN1439","Good","WGS"
"470.7524","Acinetobacter baumannii strain MRSN1449","Good","WGS"
"470.7525","Acinetobacter baumannii strain MRSN1450","Good","WGS"
"470.7526","Acinetobacter baumannii strain MRSN1461","Good","WGS"
"470.7529","Acinetobacter baumannii strain MRSN15039","Good","WGS"
"470.7530","Acinetobacter baumannii strain MRSN15042","Good","WGS"
"470.7564","Acinetobacter baumannii strain MRSN1971","Good","WGS"
"470.7565","Acinetobacter baumannii strain MRSN1973","Good","WGS"
"470.7590","Acinetobacter baumannii strain MRSN7073","Good","WGS"
"470.7591","Acinetobacter baumannii strain MRSN7074","Good","WGS"
"470.7592","Acinetobacter baumannii strain MRSN7079","Good","WGS"
"470.7596","Acinetobacter baumannii strain MRSN7087","Good","WGS"
"470.7598","Acinetobacter baumannii strain MRSN7091","Good","WGS"
"470.7599","Acinetobacter baumannii strain MRSN7097","Good","WGS"
"470.7600","Acinetobacter baumannii strain MRSN7099","Good","WGS"
"470.7602","Acinetobacter baumannii strain MRSN7102","Good","WGS"
"470.7604","Acinetobacter baumannii strain MRSN7111","Good","WGS"
"470.7606","Acinetobacter baumannii strain MRSN7114","Good","WGS"
"470.7608","Acinetobacter baumannii strain MRSN7116","Good","WGS"
"470.7609","Acinetobacter baumannii strain MRSN7117","Good","WGS"
"470.7611","Acinetobacter baumannii strain MRSN7119","Good","WGS"
"470.7612","Acinetobacter baumannii strain MRSN7122","Good","WGS"
"470.7614","Acinetobacter baumannii strain MRSN7125","Good","WGS"
"470.7615","Acinetobacter baumannii strain MRSN7126","Good","WGS"
"470.7616","Acinetobacter baumannii strain MRSN7127","Good","WGS"
"470.7618","Acinetobacter baumannii strain MRSN7129","Good","WGS"
"470.7619","Acinetobacter baumannii strain MRSN7130","Good","WGS"
"470.7621","Acinetobacter baumannii strain MRSN7132","Good","WGS"
"470.7531","Acinetobacter baumannii strain MRSN15043","Good","WGS"
"470.7532","Acinetobacter baumannii strain MRSN15044","Good","WGS"
"470.7533","Acinetobacter baumannii strain MRSN15045","Good","WGS"
"470.7534","Acinetobacter baumannii strain MRSN15046","Good","WGS"
"470.7535","Acinetobacter baumannii strain MRSN15047","Good","WGS"
"470.7536","Acinetobacter baumannii strain MRSN15048","Good","WGS"
"470.7537","Acinetobacter baumannii strain MRSN15064","Good","WGS"
"470.7538","Acinetobacter baumannii strain MRSN15065","Good","WGS"
"470.7539","Acinetobacter baumannii strain MRSN15066","Good","WGS"
"470.7540","Acinetobacter baumannii strain MRSN15067","Good","WGS"
"470.7541","Acinetobacter baumannii strain MRSN15068","Good","WGS"
"470.7542","Acinetobacter baumannii strain MRSN15070","Good","WGS"
"470.7543","Acinetobacter baumannii strain MRSN15071","Good","WGS"
"470.7544","Acinetobacter baumannii strain MRSN15072","Good","WGS"
"470.7545","Acinetobacter baumannii strain MRSN15073","Good","WGS"
"470.7546","Acinetobacter baumannii strain MRSN15075","Good","WGS"
"470.7547","Acinetobacter baumannii strain MRSN15076","Good","WGS"
"470.7548","Acinetobacter baumannii strain MRSN15078","Good","WGS"
"470.7549","Acinetobacter baumannii strain MRSN15079","Good","WGS"
"470.7550","Acinetobacter baumannii strain MRSN15080","Good","WGS"
"470.7551","Acinetobacter baumannii strain MRSN15081","Good","WGS"
"470.7552","Acinetobacter baumannii strain MRSN15082","Good","WGS"
"470.7553","Acinetobacter baumannii strain MRSN15083","Good","WGS"
"470.7554","Acinetobacter baumannii strain MRSN15084","Good","WGS"
"470.7555","Acinetobacter baumannii strain MRSN15085","Good","WGS"
"470.7556","Acinetobacter baumannii strain MRSN15086","Good","WGS"
"470.7557","Acinetobacter baumannii strain MRSN15087","Good","WGS"
"470.7558","Acinetobacter baumannii strain MRSN1551","Good","WGS"
"470.7559","Acinetobacter baumannii strain MRSN15088","Good","WGS"
"470.7560","Acinetobacter baumannii strain MRSN1598","Good","WGS"
"470.7561","Acinetobacter baumannii strain MRSN1738","Good","WGS"
"470.7563","Acinetobacter baumannii strain MRSN1967","Good","WGS"
"470.7566","Acinetobacter baumannii strain MRSN1980","Good","WGS"
"470.7567","Acinetobacter baumannii strain MRSN1987","Good","WGS"
"470.7568","Acinetobacter baumannii strain MRSN1988","Good","WGS"
"470.7569","Acinetobacter baumannii strain MRSN1992","Good","WGS"
"470.7570","Acinetobacter baumannii strain MRSN1998","Good","WGS"
"470.7571","Acinetobacter baumannii strain MRSN2009","Good","WGS"
"470.7572","Acinetobacter baumannii strain MRSN2021","Good","WGS"
"470.7573","Acinetobacter baumannii strain MRSN2024","Good","WGS"
"470.7574","Acinetobacter baumannii strain MRSN2427","Good","WGS"
"470.7575","Acinetobacter baumannii strain MRSN2441","Good","WGS"
"470.7576","Acinetobacter baumannii strain MRSN2821","Good","WGS"
"470.7577","Acinetobacter baumannii strain MRSN2830","Good","WGS"
"470.7578","Acinetobacter baumannii strain MRSN2839","Good","WGS"
"470.7579","Acinetobacter baumannii strain MRSN2840","Good","WGS"
"470.7580","Acinetobacter baumannii strain MRSN3360","Good","WGS"
"470.7581","Acinetobacter baumannii strain MRSN3547","Good","WGS"
"470.7582","Acinetobacter baumannii strain MRSN3607","Good","WGS"
"470.7583","Acinetobacter baumannii strain MRSN3843","Good","WGS"
"470.7584","Acinetobacter baumannii strain MRSN3851","Good","WGS"
"470.7585","Acinetobacter baumannii strain MRSN4481","Good","WGS"
"470.7586","Acinetobacter baumannii strain MRSN7068","Good","WGS"
"470.7587","Acinetobacter baumannii strain MRSN7069","Good","WGS"
"470.7588","Acinetobacter baumannii strain MRSN7070","Good","WGS"
"470.7589","Acinetobacter baumannii strain MRSN7072","Good","WGS"
"470.7593","Acinetobacter baumannii strain MRSN7084","Good","WGS"
"470.7594","Acinetobacter baumannii strain MRSN7080","Good","WGS"
"470.7595","Acinetobacter baumannii strain MRSN7086","Good","WGS"
"470.7601","Acinetobacter baumannii strain MRSN7100","Good","WGS"
"470.7603","Acinetobacter baumannii strain MRSN7108","Good","WGS"
"470.7610","Acinetobacter baumannii strain MRSN7118","Good","WGS"
"470.7613","Acinetobacter baumannii strain MRSN7124","Good","WGS"
"470.7617","Acinetobacter baumannii strain MRSN7128","Good","WGS"
"470.7622","Acinetobacter baumannii strain MRSN7133","Good","WGS"
"470.7625","Acinetobacter baumannii strain MRSN7138","Good","WGS"
"470.7627","Acinetobacter baumannii strain MRSN7140","Good","WGS"
"470.7629","Acinetobacter baumannii strain MRSN7143","Good","WGS"
"470.7630","Acinetobacter baumannii strain MRSN7145","Good","WGS"
"470.7640","Acinetobacter baumannii strain MRSN7157","Good","WGS"
"470.7642","Acinetobacter baumannii strain MRSN7159","Good","WGS"
"470.7645","Acinetobacter baumannii strain MRSN7162","Good","WGS"
"470.7647","Acinetobacter baumannii strain MRSN7164","Good","WGS"
"470.7648","Acinetobacter baumannii strain MRSN7165","Good","WGS"
"470.7649","Acinetobacter baumannii strain MRSN7166","Good","WGS"
"470.7652","Acinetobacter baumannii strain MRSN7169","Good","WGS"
"470.7655","Acinetobacter baumannii strain MRSN7172","Good","WGS"
"470.7657","Acinetobacter baumannii strain MRSN7175","Good","WGS"
"470.7662","Acinetobacter baumannii strain MRSN7186","Good","WGS"
"470.7664","Acinetobacter baumannii strain MRSN7189","Good","WGS"
"470.7665","Acinetobacter baumannii strain MRSN7202","Good","WGS"
"470.7669","Acinetobacter baumannii strain MRSN7208","Good","WGS"
"470.7670","Acinetobacter baumannii strain MRSN7209","Good","WGS"
"470.7671","Acinetobacter baumannii strain MRSN7211","Good","WGS"
"470.7682","Acinetobacter baumannii strain MRSN7224","Good","WGS"
"470.7683","Acinetobacter baumannii strain MRSN7226","Good","WGS"
"470.7692","Acinetobacter baumannii strain MRSN7237","Good","WGS"
"470.7698","Acinetobacter baumannii strain MRSN7245","Good","WGS"
"470.7702","Acinetobacter baumannii strain MRSN7250","Good","WGS"
"470.7704","Acinetobacter baumannii strain MRSN7252","Good","WGS"
"470.7705","Acinetobacter baumannii strain MRSN7253","Good","WGS"
"470.7707","Acinetobacter baumannii strain MRSN7255","Good","WGS"
"470.7710","Acinetobacter baumannii strain MRSN7258","Good","WGS"
"470.7711","Acinetobacter baumannii strain MRSN7259","Good","WGS"
"470.7712","Acinetobacter baumannii strain MRSN7261","Good","WGS"
"470.7713","Acinetobacter baumannii strain MRSN7263","Good","WGS"
"470.7623","Acinetobacter baumannii strain MRSN7134","Good","WGS"
"470.7624","Acinetobacter baumannii strain MRSN7137","Good","WGS"
"470.7626","Acinetobacter baumannii strain MRSN7139","Good","WGS"
"470.7628","Acinetobacter baumannii strain MRSN7142","Good","WGS"
"470.7631","Acinetobacter baumannii strain MRSN7146","Good","WGS"
"470.7632","Acinetobacter baumannii strain MRSN7147","Good","WGS"
"470.7633","Acinetobacter baumannii strain MRSN7148","Good","WGS"
"470.7634","Acinetobacter baumannii strain MRSN7149","Good","WGS"
"470.7635","Acinetobacter baumannii strain MRSN7150","Good","WGS"
"470.7636","Acinetobacter baumannii strain MRSN7153","Good","WGS"
"470.7637","Acinetobacter baumannii strain MRSN7154","Good","WGS"
"470.7638","Acinetobacter baumannii strain MRSN7155","Good","WGS"
"470.7639","Acinetobacter baumannii strain MRSN7156","Good","WGS"
"470.7641","Acinetobacter baumannii strain MRSN7158","Good","WGS"
"470.7643","Acinetobacter baumannii strain MRSN7160","Good","WGS"
"470.7644","Acinetobacter baumannii strain MRSN7161","Good","WGS"
"470.7646","Acinetobacter baumannii strain MRSN7163","Good","WGS"
"470.7651","Acinetobacter baumannii strain MRSN7168","Good","WGS"
"470.7653","Acinetobacter baumannii strain MRSN7170","Good","WGS"
"470.7654","Acinetobacter baumannii strain MRSN7171","Good","WGS"
"470.7656","Acinetobacter baumannii strain MRSN7173","Good","WGS"
"470.7658","Acinetobacter baumannii strain MRSN7181","Good","WGS"
"470.7659","Acinetobacter baumannii strain MRSN7183","Good","WGS"
"470.7660","Acinetobacter baumannii strain MRSN7184","Good","WGS"
"470.7661","Acinetobacter baumannii strain MRSN7185","Good","WGS"
"470.7663","Acinetobacter baumannii strain MRSN7188","Good","WGS"
"470.7666","Acinetobacter baumannii strain MRSN7204","Good","WGS"
"470.7667","Acinetobacter baumannii strain MRSN7206","Good","WGS"
"470.7672","Acinetobacter baumannii strain MRSN7212","Good","WGS"
"470.7673","Acinetobacter baumannii strain MRSN7214","Good","WGS"
"470.7674","Acinetobacter baumannii strain MRSN7216","Good","WGS"
"470.7675","Acinetobacter baumannii strain MRSN7217","Good","WGS"
"470.7677","Acinetobacter baumannii strain MRSN7219","Good","WGS"
"470.7678","Acinetobacter baumannii strain MRSN7220","Good","WGS"
"470.7679","Acinetobacter baumannii strain MRSN7221","Good","WGS"
"470.7680","Acinetobacter baumannii strain MRSN7222","Good","WGS"
"470.7681","Acinetobacter baumannii strain MRSN7223","Good","WGS"
"470.7684","Acinetobacter baumannii strain MRSN7227","Good","WGS"
"470.7685","Acinetobacter baumannii strain MRSN7228","Good","WGS"
"470.7686","Acinetobacter baumannii strain MRSN7229","Good","WGS"
"470.7687","Acinetobacter baumannii strain MRSN7231","Good","WGS"
"470.7688","Acinetobacter baumannii strain MRSN7232","Good","WGS"
"470.7689","Acinetobacter baumannii strain MRSN7235","Good","WGS"
"470.7690","Acinetobacter baumannii strain MRSN7234","Good","WGS"
"470.7691","Acinetobacter baumannii strain MRSN7236","Good","WGS"
"470.7693","Acinetobacter baumannii strain MRSN7238","Good","WGS"
"470.7694","Acinetobacter baumannii strain MRSN7239","Good","WGS"
"470.7695","Acinetobacter baumannii strain MRSN7240","Good","WGS"
"470.7696","Acinetobacter baumannii strain MRSN7241","Good","WGS"
"470.7697","Acinetobacter baumannii strain MRSN7243","Good","WGS"
"470.7699","Acinetobacter baumannii strain MRSN7247","Good","WGS"
"470.7700","Acinetobacter baumannii strain MRSN7248","Good","WGS"
"470.7701","Acinetobacter baumannii strain MRSN7249","Good","WGS"
"470.7703","Acinetobacter baumannii strain MRSN7251","Good","WGS"
"470.7708","Acinetobacter baumannii strain MRSN7256","Good","WGS"
"470.7709","Acinetobacter baumannii strain MRSN7257","Good","WGS"
"470.7714","Acinetobacter baumannii strain MRSN7262","Good","WGS"
"470.7715","Acinetobacter baumannii strain MRSN7267","Good","WGS"
"470.7716","Acinetobacter baumannii strain MRSN7269","Good","WGS"
"470.7717","Acinetobacter baumannii strain MRSN7270","Good","WGS"
"470.7719","Acinetobacter baumannii strain MRSN7272","Good","WGS"
"470.7721","Acinetobacter baumannii strain MRSN7274","Good","WGS"
"470.7722","Acinetobacter baumannii strain MRSN7277","Good","WGS"
"470.7723","Acinetobacter baumannii strain MRSN7278","Good","WGS"
"470.7725","Acinetobacter baumannii strain MRSN7280","Good","WGS"
"470.7729","Acinetobacter baumannii strain MRSN7285","Good","WGS"
"470.7731","Acinetobacter baumannii strain MRSN7289","Good","WGS"
"470.7732","Acinetobacter baumannii strain MRSN7290","Good","WGS"
"470.7733","Acinetobacter baumannii strain MRSN7291","Good","WGS"
"470.7735","Acinetobacter baumannii strain MRSN7294","Good","WGS"
"470.7737","Acinetobacter baumannii strain MRSN7296","Good","WGS"
"470.7738","Acinetobacter baumannii strain MRSN7297","Good","WGS"
"470.7746","Acinetobacter baumannii strain MRSN7308","Good","WGS"
"470.775","Acinetobacter baumannii A1","Good","Complete"
"470.7752","Acinetobacter baumannii strain MRSN7316","Good","WGS"
"470.7753","Acinetobacter baumannii strain MRSN7318","Good","WGS"
"470.7754","Acinetobacter baumannii strain MRSN7321","Good","WGS"
"470.7755","Acinetobacter baumannii strain MRSN7322","Good","WGS"
"470.7756","Acinetobacter baumannii strain MRSN7323","Good","WGS"
"470.7758","Acinetobacter baumannii strain MRSN7325","Good","WGS"
"470.7759","Acinetobacter baumannii strain MRSN7326","Good","WGS"
"470.7763","Acinetobacter baumannii strain MRSN7331","Good","WGS"
"470.7767","Acinetobacter baumannii strain MRSN7343","Good","WGS"
"470.7770","Acinetobacter baumannii strain MRSN7346","Good","WGS"
"470.7775","Acinetobacter baumannii strain MRSN7351","Good","WGS"
"470.7776","Acinetobacter baumannii strain MRSN7352","Good","WGS"
"470.7777","Acinetobacter baumannii strain MRSN7353","Good","WGS"
"470.7780","Acinetobacter baumannii strain MRSN7356","Good","WGS"
"470.7783","Acinetobacter baumannii strain MRSN7360","Good","WGS"
"470.7785","Acinetobacter baumannii strain MRSN7362","Good","WGS"
"470.7787","Acinetobacter baumannii strain MRSN7364","Good","WGS"
"470.7790","Acinetobacter baumannii strain MRSN7367","Good","WGS"
"470.7791","Acinetobacter baumannii strain MRSN7368","Good","WGS"
"470.7796","Acinetobacter baumannii strain MRSN7376","Good","WGS"
"470.7801","Acinetobacter baumannii strain MRSN7381","Good","WGS"
"470.7802","Acinetobacter baumannii strain MRSN7382","Good","WGS"
"470.7803","Acinetobacter baumannii strain MRSN7383","Good","WGS"
"470.7804","Acinetobacter baumannii strain MRSN7385","Good","WGS"
"470.7720","Acinetobacter baumannii strain MRSN7273","Good","WGS"
"470.7724","Acinetobacter baumannii strain MRSN7279","Good","WGS"
"470.7726","Acinetobacter baumannii strain MRSN7281","Good","WGS"
"470.7727","Acinetobacter baumannii strain MRSN7282","Good","WGS"
"470.7728","Acinetobacter baumannii strain MRSN7284","Good","WGS"
"470.7730","Acinetobacter baumannii strain MRSN7286","Good","WGS"
"470.7734","Acinetobacter baumannii strain MRSN7293","Good","WGS"
"470.7736","Acinetobacter baumannii strain MRSN7295","Good","WGS"
"470.7739","Acinetobacter baumannii strain MRSN7298","Good","WGS"
"470.7740","Acinetobacter baumannii strain MRSN7299","Good","WGS"
"470.7741","Acinetobacter baumannii strain MRSN7301","Good","WGS"
"470.7742","Acinetobacter baumannii strain MRSN7303","Good","WGS"
"470.7743","Acinetobacter baumannii strain MRSN7304","Good","WGS"
"470.7744","Acinetobacter baumannii strain MRSN7305","Good","WGS"
"470.7745","Acinetobacter baumannii strain MRSN7306","Good","WGS"
"470.7747","Acinetobacter baumannii strain MRSN7309","Good","WGS"
"470.7748","Acinetobacter baumannii strain MRSN7310","Good","WGS"
"470.7749","Acinetobacter baumannii strain MRSN7311","Good","WGS"
"470.7751","Acinetobacter baumannii strain MRSN7314","Good","WGS"
"470.7757","Acinetobacter baumannii strain MRSN7324","Good","WGS"
"470.7760","Acinetobacter baumannii strain MRSN7327","Good","WGS"
"470.7761","Acinetobacter baumannii strain MRSN7328","Good","WGS"
"470.7762","Acinetobacter baumannii strain MRSN7330","Good","WGS"
"470.7764","Acinetobacter baumannii strain MRSN7336","Good","WGS"
"470.7765","Acinetobacter baumannii strain MRSN7338","Good","WGS"
"470.7766","Acinetobacter baumannii strain MRSN7342","Good","WGS"
"470.7768","Acinetobacter baumannii strain MRSN7344","Good","WGS"
"470.7769","Acinetobacter baumannii strain MRSN7345","Good","WGS"
"470.7771","Acinetobacter baumannii strain MRSN7347","Good","WGS"
"470.7772","Acinetobacter baumannii strain MRSN7348","Good","WGS"
"470.7773","Acinetobacter baumannii strain MRSN7349","Good","WGS"
"470.7774","Acinetobacter baumannii strain MRSN7350","Good","WGS"
"470.7778","Acinetobacter baumannii strain MRSN7354","Good","WGS"
"470.7779","Acinetobacter baumannii strain MRSN7355","Good","WGS"
"470.7781","Acinetobacter baumannii strain MRSN7357","Good","WGS"
"470.7782","Acinetobacter baumannii strain MRSN7359","Good","WGS"
"470.7784","Acinetobacter baumannii strain MRSN7361","Good","WGS"
"470.7786","Acinetobacter baumannii strain MRSN7363","Good","WGS"
"470.7788","Acinetobacter baumannii strain MRSN7365","Good","WGS"
"470.7789","Acinetobacter baumannii strain MRSN7366","Good","WGS"
"470.7792","Acinetobacter baumannii strain MRSN7370","Good","WGS"
"470.7793","Acinetobacter baumannii strain MRSN7372","Good","WGS"
"470.7794","Acinetobacter baumannii strain MRSN7373","Good","WGS"
"470.7795","Acinetobacter baumannii strain MRSN7375","Good","WGS"
"470.7797","Acinetobacter baumannii strain MRSN7377","Good","WGS"
"470.7798","Acinetobacter baumannii strain MRSN7378","Good","WGS"
"470.7799","Acinetobacter baumannii strain MRSN7379","Good","WGS"
"470.7800","Acinetobacter baumannii strain MRSN7380","Good","WGS"
"470.7805","Acinetobacter baumannii strain MRSN7386","Good","WGS"
"470.7806","Acinetobacter baumannii strain MRSN7387","Good","WGS"
"470.7807","Acinetobacter baumannii strain MRSN7388","Good","WGS"
"470.7808","Acinetobacter baumannii strain MRSN7389","Good","WGS"
"470.7809","Acinetobacter baumannii strain MRSN7390","Good","WGS"
"470.7810","Acinetobacter baumannii strain MRSN7391","Good","WGS"
"470.7811","Acinetobacter baumannii strain MRSN7392","Good","WGS"
"470.7814","Acinetobacter baumannii strain MRSN7397","Good","WGS"
"470.7815","Acinetobacter baumannii strain MRSN7398","Good","WGS"
"470.7821","Acinetobacter baumannii strain MRSN7406","Good","WGS"
"470.7830","Acinetobacter baumannii strain MRSN7415","Good","WGS"
"470.7835","Acinetobacter baumannii strain MRSN7420","Good","WGS"
"470.7838","Acinetobacter baumannii strain MRSN7424","Good","WGS"
"470.7840","Acinetobacter baumannii strain MRSN7435","Good","WGS"
"470.7846","Acinetobacter baumannii strain MRSN7446","Good","WGS"
"470.7851","Acinetobacter baumannii strain MRSN7456","Good","WGS"
"470.7853","Acinetobacter baumannii strain MRSN7458","Good","WGS"
"470.7859","Acinetobacter baumannii strain MRSN7465","Good","WGS"
"470.7863","Acinetobacter baumannii strain MRSN7470","Good","WGS"
"470.7864","Acinetobacter baumannii strain MRSN7471","Good","WGS"
"470.7865","Acinetobacter baumannii strain MRSN7472","Good","WGS"
"470.7868","Acinetobacter baumannii strain MRSN7477","Good","WGS"
"470.7872","Acinetobacter baumannii strain MRSN7482","Good","WGS"
"470.7873","Acinetobacter baumannii strain MRSN7483","Good","WGS"
"470.7877","Acinetobacter baumannii strain MRSN7487","Good","WGS"
"470.7878","Acinetobacter baumannii strain MRSN7488","Good","WGS"
"470.7879","Acinetobacter baumannii strain MRSN7489","Good","WGS"
"470.7882","Acinetobacter baumannii strain MRSN7495","Good","WGS"
"470.7885","Acinetobacter baumannii strain MRSN7499","Good","WGS"
"470.7886","Acinetobacter baumannii strain MRSN7500","Good","WGS"
"470.7887","Acinetobacter baumannii strain MRSN7503","Good","WGS"
"470.7888","Acinetobacter baumannii strain MRSN7504","Good","WGS"
"470.7889","Acinetobacter baumannii strain MRSN7505","Good","WGS"
"470.7890","Acinetobacter baumannii strain MRSN7506","Good","WGS"
"470.7892","Acinetobacter baumannii strain MRSN7509","Good","WGS"
"470.7893","Acinetobacter baumannii strain MRSN7510","Good","WGS"
"470.7894","Acinetobacter baumannii strain MRSN7511","Good","WGS"
"470.7898","Acinetobacter baumannii strain MRSN7518","Good","WGS"
"470.7899","Acinetobacter baumannii strain MRSN7517","Good","WGS"
"470.7900","Acinetobacter baumannii strain MRSN7520","Good","WGS"
"470.7902","Acinetobacter baumannii strain MRSN7524","Good","WGS"
"470.7903","Acinetobacter baumannii strain MRSN7525","Good","WGS"
"470.7904","Acinetobacter baumannii strain MRSN7526","Good","WGS"
"470.7905","Acinetobacter baumannii strain MRSN7531","Good","WGS"
"470.7906","Acinetobacter baumannii strain MRSN7532","Good","WGS"
"470.7907","Acinetobacter baumannii strain MRSN7535","Good","WGS"
"470.7908","Acinetobacter baumannii strain MRSN7539","Good","WGS"
"470.7909","Acinetobacter baumannii strain MRSN7543","Good","WGS"
"470.7910","Acinetobacter baumannii strain MRSN7544","Good","WGS"
"470.7911","Acinetobacter baumannii strain MRSN7545","Good","WGS"
"470.7812","Acinetobacter baumannii strain MRSN7393","Good","WGS"
"470.7813","Acinetobacter baumannii strain MRSN7394","Good","WGS"
"470.7816","Acinetobacter baumannii strain MRSN7401","Good","WGS"
"470.7817","Acinetobacter baumannii strain MRSN7402","Good","WGS"
"470.7818","Acinetobacter baumannii strain MRSN7403","Good","WGS"
"470.7819","Acinetobacter baumannii strain MRSN7404","Good","WGS"
"470.7820","Acinetobacter baumannii strain MRSN7405","Good","WGS"
"470.7822","Acinetobacter baumannii strain MRSN7407","Good","WGS"
"470.7823","Acinetobacter baumannii strain MRSN7408","Good","WGS"
"470.7824","Acinetobacter baumannii strain MRSN7409","Good","WGS"
"470.7825","Acinetobacter baumannii strain MRSN7410","Good","WGS"
"470.7826","Acinetobacter baumannii strain MRSN7411","Good","WGS"
"470.7827","Acinetobacter baumannii strain MRSN7412","Good","WGS"
"470.7828","Acinetobacter baumannii strain MRSN7413","Good","WGS"
"470.7829","Acinetobacter baumannii strain MRSN7414","Good","WGS"
"470.7831","Acinetobacter baumannii strain MRSN7416","Good","WGS"
"470.7832","Acinetobacter baumannii strain MRSN7417","Good","WGS"
"470.7833","Acinetobacter baumannii strain MRSN7418","Good","WGS"
"470.7834","Acinetobacter baumannii strain MRSN7419","Good","WGS"
"470.7836","Acinetobacter baumannii strain MRSN7421","Good","WGS"
"470.7837","Acinetobacter baumannii strain MRSN7423","Good","WGS"
"470.7841","Acinetobacter baumannii strain MRSN7436","Good","WGS"
"470.7842","Acinetobacter baumannii strain MRSN7437","Good","WGS"
"470.7843","Acinetobacter baumannii strain MRSN7438","Good","WGS"
"470.7844","Acinetobacter baumannii strain MRSN7440","Good","WGS"
"470.7845","Acinetobacter baumannii strain MRSN7441","Good","WGS"
"470.7847","Acinetobacter baumannii strain MRSN7447","Good","WGS"
"470.7848","Acinetobacter baumannii strain MRSN7448","Good","WGS"
"470.7849","Acinetobacter baumannii strain MRSN7454","Good","WGS"
"470.7850","Acinetobacter baumannii strain MRSN7455","Good","WGS"
"470.7852","Acinetobacter baumannii strain MRSN7457","Good","WGS"
"470.7854","Acinetobacter baumannii strain MRSN7460","Good","WGS"
"470.7855","Acinetobacter baumannii strain MRSN7459","Good","WGS"
"470.7856","Acinetobacter baumannii strain MRSN7461","Good","WGS"
"470.7857","Acinetobacter baumannii strain MRSN7462","Good","WGS"
"470.7858","Acinetobacter baumannii strain MRSN7463","Good","WGS"
"470.7860","Acinetobacter baumannii strain MRSN7467","Good","WGS"
"470.7861","Acinetobacter baumannii strain MRSN7468","Good","WGS"
"470.7862","Acinetobacter baumannii strain MRSN7469","Good","WGS"
"470.7866","Acinetobacter baumannii strain MRSN7474","Good","WGS"
"470.7867","Acinetobacter baumannii strain MRSN7475","Good","WGS"
"470.7869","Acinetobacter baumannii strain MRSN7478","Good","WGS"
